orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
4078,2024-08-26,2024-09-15,Processing,991,3031.63,Credit Card
4079,2025-07-07,2025-07-12,Shipped,179,2915.15,Cash
4080,2025-10-13,2025-11-03,Processing,437,7694.7,Cash
4081,2024-09-28,2024-10-06,Cancelled,752,7293.49,Credit Card
4082,2024-08-12,2024-08-15,Cancelled,304,13270.82,Cash
4083,2025-05-26,2025-06-21,Pending,183,4006.34,Credit Card
4084,2024-08-16,2024-09-12,Pending,538,6183.32,Cash
4085,2024-02-08,2024-02-13,Shipped,498,3409.21,PayPal
4086,2025-03-24,2025-04-07,Pending,480,2710.54,Debit Card
4087,2025-11-12,2025-12-05,Cancelled,25,6937.08,Debit Card
4088,2024-09-28,2024-10-15,Cancelled,585,136.88,Credit Card
4089,2025-10-25,2025-11-10,Delivered,387,3994.63,Cash
4090,2025-06-23,2025-07-14,Processing,396,1077.3,PayPal
4091,2024-12-12,2024-12-18,Shipped,616,1606.56,Debit Card
4092,2025-10-26,2025-11-07,Processing,190,755.05,Debit Card
4093,2025-04-26,2025-05-14,Delivered,502,4059.68,
4094,2025-03-22,2025-04-01,Processing,928,7378.33,Debit Card
4095,2025-01-12,2025-02-04,Shipped,197,797.1,Bank Transfer
4096,2025-01-05,2025-01-25,Pending,404,1467.37,Debit Card
4097,2024-01-18,2024-02-12,Shipped,842,10741.33,Bank Transfer
4098,2025-05-13,2025-06-05,Cancelled,782,1076.64,PayPal
4099,2024-05-29,2024-06-17,Processing,4,1355.65,Debit Card
4100,2025-05-25,2025-05-30,Shipped,651,4415.6,PayPal
4101,2025-11-13,2025-11-19,Delivered,190,7748.88,Bank Transfer
4102,2024-01-13,2024-02-05,Cancelled,670,11308.6,Bank Transfer
4103,2024-02-21,2024-03-11,Delivered,715,12367.1,PayPal
4104,2024-08-26,2024-09-11,Processing,561,4708.92,
4105,2024-03-09,2024-03-31,Pending,7,2680.48,PayPal
4106,2025-06-22,2025-06-26,Cancelled,827,3902.09,Credit Card
4107,2025-01-08,2025-01-18,Processing,536,4386.15,Cash
4108,2024-10-22,2024-11-03,Processing,969,1600.55,Bank Transfer
4109,2025-11-24,2025-11-30,Processing,140,4745.12,Credit Card
4110,2024-08-08,2024-08-14,Cancelled,431,15707.26,PayPal
4111,2025-05-26,2025-06-07,Pending,384,5528.47,Credit Card
4112,2025-06-11,2025-06-16,,887,8490.59,Bank Transfer
4113,2025-04-27,2025-05-02,Cancelled,26,4147.72,Credit Card
4114,2025-07-16,2025-08-09,Shipped,615,3800.51,Debit Card
4115,2024-02-08,2024-02-22,Delivered,127,7919.97,Cash
4116,2024-03-01,2024-03-26,Delivered,362,561.0,PayPal
4117,2025-04-20,2025-05-15,Pending,440,8231.15,Bank Transfer
4118,2025-02-17,2025-03-04,Pending,351,9578.2,Credit Card
4119,2025-07-28,2025-08-18,Pending,229,9150.75,Cash
4120,2024-06-27,2024-07-02,Delivered,680,382.8,Bank Transfer
4121,2024-12-25,2024-12-28,Delivered,51,4554.57,
4122,2025-10-25,2025-10-29,Delivered,997,1772.16,PayPal
4123,2025-08-29,2025-09-22,Shipped,487,10591.01,Cash
4124,2024-01-12,2024-01-20,Processing,960,4231.15,Bank Transfer
4125,2025-10-22,2025-11-21,Processing,116,6177.8,
4126,2024-01-28,2024-02-21,Processing,766,8518.97,Credit Card
4127,2024-02-12,2024-03-01,Processing,333,7413.08,Cash
4128,2025-03-31,2025-04-28,Delivered,261,1355.04,Debit Card
4129,2025-03-22,2025-04-17,Cancelled,699,15296.98,Cash
4130,2024-11-03,2024-11-08,Delivered,87,10399.95,
4131,2024-02-10,2024-02-16,Processing,879,2853.49,Debit Card
4132,2024-08-28,2024-09-11,Processing,962,8543.73,Bank Transfer
4133,2024-06-15,2024-07-06,Delivered,529,,Debit Card
4134,2024-01-29,2024-02-14,Processing,810,5778.47,Debit Card
4135,2025-03-15,2025-03-21,Pending,289,5816.28,Bank Transfer
4136,2024-09-17,2024-10-17,Pending,787,6715.54,Cash
4137,2025-09-16,2025-10-11,Pending,187,5114.85,PayPal
4138,2024-07-21,2024-08-12,Processing,133,614.95,Cash
4139,2024-01-25,2024-02-16,Cancelled,301,5162.36,Debit Card
4140,2025-07-29,2025-08-12,Processing,261,4439.34,Credit Card
4141,2023-12-27,2024-01-07,Cancelled,323,7609.56,Bank Transfer
4142,2024-09-13,,Processing,459,10368.09,Debit Card
4143,2023-12-25,2024-01-12,Pending,48,,Credit Card
4144,2025-01-13,,Cancelled,172,6663.14,Debit Card
4145,2024-06-01,2024-06-12,Delivered,634,6717.18,PayPal
4146,2025-08-17,2025-09-01,Shipped,852,8419.29,Cash
4147,2025-05-03,2025-05-15,Delivered,397,16663.18,Cash
4148,2025-10-31,2025-11-15,Shipped,292,8919.1,Bank Transfer
4149,2025-03-06,2025-04-01,Processing,418,13763.2,PayPal
4150,2024-10-04,2024-11-03,Pending,491,6052.38,Debit Card
4151,2024-12-13,2024-12-22,Cancelled,596,1213.12,Debit Card
4152,2024-03-10,2024-03-29,Delivered,28,3086.09,Bank Transfer
4153,2024-07-03,2024-07-28,Pending,345,2572.58,Bank Transfer
4154,2025-03-06,2025-03-13,Delivered,239,233.72,PayPal
4155,2023-12-31,2024-01-12,Processing,159,6101.85,Credit Card
4156,2025-08-12,,Processing,168,2682.38,Bank Transfer
4157,2025-05-06,2025-05-13,Shipped,349,8977.12,Debit Card
4158,2025-01-14,2025-01-28,,888,3451.1,Credit Card
4159,2024-01-15,2024-01-22,,243,7464.73,Cash
4160,2025-07-27,2025-08-25,Delivered,513,3215.53,PayPal
4161,2025-05-13,2025-06-06,Cancelled,561,1334.4,Credit Card
4162,2025-09-22,2025-10-02,Pending,39,7675.24,Debit Card
4163,2024-06-04,2024-07-01,Shipped,198,9881.75,Bank Transfer
4164,2024-08-11,2024-08-16,Processing,699,,PayPal
4165,2024-11-04,2024-11-21,Shipped,835,11936.44,Bank Transfer
4166,2024-12-20,2024-12-30,Delivered,850,1236.63,Credit Card
4167,2025-02-16,2025-02-28,Shipped,913,3444.72,Credit Card
4168,2025-09-08,2025-09-25,Delivered,107,10729.53,Credit Card
4169,2025-04-29,2025-05-16,Processing,311,7135.95,Bank Transfer
4170,2024-03-30,2024-04-14,Shipped,209,1536.48,PayPal
4171,2025-09-11,2025-10-04,Pending,533,2460.32,Bank Transfer
4172,2025-04-20,2025-05-10,Processing,345,17112.69,Credit Card
4173,2025-06-15,2025-07-08,Pending,923,3112.27,Credit Card
4174,2025-04-05,2025-05-04,Delivered,530,8954.85,Bank Transfer
4175,2025-04-13,2025-05-03,Shipped,338,7313.8,Credit Card
4176,2025-07-20,2025-08-11,Processing,702,8305.5,Debit Card
4177,2024-06-21,2024-07-10,Delivered,378,3672.26,Debit Card
4178,2024-10-17,2024-10-24,Delivered,957,4860.0,Credit Card
4179,2025-08-23,2025-09-13,Delivered,416,6709.77,Cash
4180,2025-04-12,2025-04-23,Cancelled,845,9605.34,Debit Card
4181,2024-03-05,2024-04-03,Processing,292,6674.11,Bank Transfer
4182,2025-07-26,2025-08-01,Pending,137,6741.22,Debit Card
4183,2025-04-16,2025-05-03,Shipped,968,12632.36,Cash
4184,2025-10-04,2025-10-31,Shipped,523,9793.92,Cash
4185,2024-12-10,2024-12-28,Processing,661,3703.39,PayPal
4186,2024-04-28,2024-05-17,Processing,699,4936.47,Credit Card
4187,2024-01-22,2024-02-09,Shipped,15,8395.62,Debit Card
4188,2024-09-08,2024-09-17,Shipped,383,5827.46,Debit Card
4189,2025-11-08,2025-11-12,Shipped,820,234.27,PayPal
4190,2025-01-21,2025-01-26,Cancelled,571,4758.08,Credit Card
4191,2025-11-06,2025-11-25,Pending,950,3185.21,Bank Transfer
4192,2025-10-02,2025-10-27,Shipped,153,567.54,Credit Card
4193,2024-12-02,2024-12-22,Shipped,128,6689.79,Bank Transfer
4194,2025-07-06,2025-07-25,Processing,944,7475.66,Debit Card
4195,2024-04-20,2024-04-23,Processing,793,5336.29,Debit Card
4196,2025-03-31,2025-04-16,Shipped,479,6836.94,Bank Transfer
4197,2025-05-04,2025-05-25,Processing,688,2674.96,Bank Transfer
4198,2024-03-04,2024-03-16,Shipped,291,12662.52,PayPal
4199,2025-07-11,2025-07-23,Shipped,503,110.38,
4200,2025-10-22,2025-11-06,Delivered,251,9109.52,Cash
4201,2024-04-05,2024-04-10,Processing,728,10701.95,Debit Card
4202,2024-10-22,2024-11-19,Shipped,112,13394.69,Credit Card
4203,2025-10-03,2025-10-08,Delivered,414,8841.48,Debit Card
4204,2024-12-21,2025-01-03,Pending,594,3336.07,Cash
4205,2024-03-03,2024-03-20,Processing,913,6915.82,Credit Card
4206,2025-10-01,2025-10-31,Shipped,954,4564.84,Credit Card
4207,2025-10-10,2025-10-17,Shipped,285,8874.38,Bank Transfer
4208,2025-06-19,2025-07-15,Pending,684,6400.68,Bank Transfer
4209,2024-11-24,2024-12-21,Delivered,524,5184.21,Cash
4210,2023-12-20,,Cancelled,813,8110.67,PayPal
4211,2025-05-26,2025-06-01,Delivered,150,1331.44,Bank Transfer
4212,2024-10-27,2024-11-14,Shipped,46,7461.18,Debit Card
4213,2025-08-12,2025-08-27,Pending,706,11440.31,PayPal
4214,2024-04-07,2024-04-30,Cancelled,162,8003.61,Credit Card
4215,2025-11-08,2025-12-06,Cancelled,329,9554.7,Debit Card
4216,2024-03-04,2024-04-03,Cancelled,964,960.24,Credit Card
4217,2024-09-29,,Delivered,508,3397.96,PayPal
4218,2024-10-01,2024-10-25,Pending,782,4832.34,Debit Card
4219,2025-10-30,2025-11-29,Pending,385,8252.13,Cash
4220,2025-06-09,2025-07-08,Delivered,308,2623.84,Credit Card
4221,2023-12-02,,Pending,461,9096.95,Debit Card
4222,2024-08-11,2024-08-19,Delivered,698,8141.99,Bank Transfer
4223,2025-04-23,2025-05-23,Cancelled,626,11792.81,Debit Card
4224,2023-12-10,2023-12-30,Shipped,368,6655.51,Credit Card
4225,2025-03-23,2025-04-15,Processing,488,4674.88,PayPal
4226,2024-12-25,2025-01-09,Cancelled,741,1052.37,PayPal
4227,2024-02-27,2024-03-02,Pending,446,4925.85,Cash
4228,2024-08-01,2024-08-12,Pending,495,,Cash
4229,2024-02-17,2024-03-12,Processing,600,6340.25,Debit Card
4230,2025-09-16,2025-09-25,Pending,243,1656.52,Credit Card
4231,2025-08-01,2025-08-21,Cancelled,565,9725.71,Credit Card
4232,2023-12-08,2023-12-15,Delivered,270,14039.46,Debit Card
4233,2024-03-10,2024-04-01,Pending,448,6551.08,Debit Card
4234,2025-01-24,2025-02-18,Cancelled,696,3235.5,Bank Transfer
4235,2024-08-26,2024-09-13,Cancelled,353,8518.79,Cash
4236,2023-12-27,2024-01-04,Processing,25,11926.07,Cash
4237,2025-02-21,,Pending,751,2949.83,Bank Transfer
4238,2025-10-20,2025-11-18,Delivered,887,1008.64,Debit Card
4239,2025-05-03,2025-05-31,Cancelled,920,5611.08,Bank Transfer
4240,2024-04-11,2024-04-15,Delivered,3,8915.59,Cash
4241,2024-10-03,2024-11-02,Shipped,477,4096.6,Cash
4242,2024-02-20,2024-02-23,Pending,449,9949.03,Credit Card
4243,2024-03-24,2024-04-22,Pending,108,4788.24,Cash
4244,2025-11-23,,Delivered,907,5708.9,PayPal
4245,2025-09-10,2025-09-29,Cancelled,264,6989.43,PayPal
4246,2024-05-19,2024-06-18,Processing,730,2385.68,Cash
4247,2025-05-01,2025-05-23,Shipped,520,2182.29,Cash
4248,2024-08-28,,Cancelled,579,6432.25,Bank Transfer
4249,2024-12-27,,Processing,279,1648.01,
4250,2024-01-22,2024-01-27,Cancelled,715,8941.0,Debit Card
4251,2025-03-18,2025-03-31,Pending,527,144.69,Debit Card
4252,2024-04-06,2024-05-01,Delivered,609,5251.38,PayPal
4253,2025-03-22,2025-03-25,Cancelled,475,5870.23,Debit Card
4254,2025-08-08,2025-09-02,Delivered,197,11188.02,Cash
4255,2024-07-07,2024-07-21,Cancelled,163,1506.42,Debit Card
4256,2025-03-02,2025-03-09,Cancelled,701,1816.74,Debit Card
4257,2025-01-13,2025-01-31,Shipped,799,8381.17,Cash
4258,2025-07-28,2025-08-13,Shipped,493,11799.29,Bank Transfer
4259,2024-09-22,2024-10-18,,501,4159.97,Bank Transfer
4260,2025-09-30,2025-10-20,Delivered,363,6685.92,PayPal
4261,2025-11-05,2025-11-10,Processing,57,8834.21,Cash
4262,2024-11-17,2024-11-23,Pending,961,11073.84,Credit Card
4263,2025-10-13,2025-10-18,Pending,885,7842.87,Debit Card
4264,2023-12-01,2023-12-28,Processing,502,10404.82,Credit Card
4265,2025-03-11,2025-03-15,Processing,890,3114.09,Cash
4266,2024-04-20,2024-04-29,Delivered,341,16935.75,Debit Card
4267,2024-01-14,2024-01-19,Pending,60,7290.35,Cash
4268,2024-02-17,2024-02-29,Shipped,814,7039.98,PayPal
4269,2025-01-14,2025-02-05,Delivered,16,9464.02,Credit Card
4270,2024-02-12,2024-03-07,Processing,308,9972.77,PayPal
4271,2024-12-18,2025-01-17,Delivered,970,10465.9,Debit Card
4272,2025-06-27,2025-07-18,Pending,630,344.14,Credit Card
4273,2024-03-16,2024-04-11,Cancelled,811,7513.1,Credit Card
4274,2024-08-15,,Pending,962,5214.16,PayPal
4275,2023-12-14,,Pending,19,2670.26,Cash
4276,2025-02-11,2025-03-01,Processing,907,2766.57,PayPal
4277,2025-01-15,2025-02-09,Delivered,572,3990.84,Bank Transfer
4278,2025-07-05,2025-07-10,Cancelled,72,12092.57,Credit Card
4279,2024-04-14,2024-04-25,Processing,43,15328.08,Cash
4280,2025-05-14,2025-06-12,Shipped,144,10773.88,Cash
4281,2024-12-16,2025-01-08,Pending,211,1743.68,Debit Card
4282,2025-04-17,2025-04-20,Cancelled,297,10840.99,Debit Card
4283,2024-01-28,2024-02-16,Processing,107,4715.24,PayPal
4284,2024-08-17,2024-08-31,Processing,178,2525.4,Credit Card
4285,2024-04-07,2024-05-04,Delivered,316,6318.44,Credit Card
4286,2024-02-17,2024-02-29,Cancelled,93,11492.25,Credit Card
4287,2025-06-20,2025-06-29,Processing,163,6336.29,Debit Card
4288,2024-08-21,2024-09-01,Processing,688,3541.02,Debit Card
4289,2023-12-03,2023-12-22,Processing,304,,Bank Transfer
4290,2024-09-12,2024-10-08,Pending,54,4643.68,PayPal
4291,2025-01-17,2025-01-20,Pending,902,53.02,Credit Card
4292,2025-04-26,2025-05-15,Shipped,791,7443.26,Bank Transfer
4293,2024-02-10,2024-02-18,Delivered,866,11655.7,Bank Transfer
4294,2024-04-19,,Pending,842,516.46,Bank Transfer
4295,2025-02-27,2025-03-11,Shipped,839,5364.46,Cash
4296,2023-12-20,2024-01-16,Delivered,62,3130.26,
4297,2024-10-10,,Processing,925,11934.84,Debit Card
4298,2025-07-01,2025-07-15,Delivered,436,8148.06,Debit Card
4299,2024-10-20,2024-11-05,Pending,163,4983.04,Bank Transfer
4300,2025-05-19,2025-06-04,Shipped,104,791.97,Bank Transfer
4301,2023-12-19,2024-01-09,Cancelled,573,6023.56,Cash
4302,2024-09-04,2024-09-29,Pending,875,866.35,PayPal
4303,2025-03-30,2025-04-16,Cancelled,400,6780.9,Debit Card
4304,2025-05-19,2025-06-15,Cancelled,414,6612.27,Cash
4305,2025-04-21,2025-05-13,Cancelled,164,1189.62,Debit Card
4306,2025-02-17,2025-03-16,Pending,920,5062.6,PayPal
4307,2025-08-24,,Processing,487,4145.3,Debit Card
4308,2025-09-30,2025-10-11,Pending,900,9696.8,Debit Card
4309,2025-10-01,2025-10-23,Cancelled,67,10307.64,Bank Transfer
4310,2025-11-06,2025-11-30,Shipped,116,3409.66,PayPal
4311,2024-04-17,2024-05-11,Pending,471,4276.18,Debit Card
4312,2025-06-01,2025-06-07,Processing,28,1911.53,Debit Card
4313,2024-12-24,2025-01-18,,672,4981.59,Credit Card
4314,2024-01-12,2024-02-07,Pending,45,2102.42,Cash
4315,2024-10-31,2024-11-18,Delivered,179,5126.73,Credit Card
4316,2025-04-11,2025-04-20,,735,538.78,Debit Card
4317,2025-02-13,2025-02-18,Cancelled,582,6435.55,Credit Card
4318,2025-08-06,2025-08-26,Processing,477,6623.77,Bank Transfer
4319,2025-01-19,2025-02-10,Delivered,957,8456.51,Cash
4320,2025-04-05,2025-04-30,Pending,474,5616.53,Cash
4321,2025-06-30,2025-07-29,Processing,771,9453.02,Bank Transfer
4322,2024-04-29,2024-05-17,Shipped,343,9766.28,Bank Transfer
4323,2025-03-19,2025-03-28,Shipped,579,12783.22,Credit Card
4324,2023-12-22,2024-01-01,Pending,524,3719.18,Debit Card
4325,2024-03-14,2024-03-17,Delivered,945,5032.28,Cash
4326,2025-03-06,2025-03-26,Processing,39,6859.57,PayPal
4327,2024-03-28,2024-04-11,Delivered,339,2158.1,Bank Transfer
4328,2024-02-03,2024-02-22,Pending,349,10676.44,PayPal
4329,2025-09-17,2025-10-02,Cancelled,579,10250.34,
4330,2025-07-24,2025-08-08,Pending,812,1093.9,Bank Transfer
4331,2024-07-05,2024-07-12,Pending,856,2862.6,Credit Card
4332,2024-08-05,2024-08-10,Shipped,950,4356.51,Credit Card
4333,2023-12-12,2023-12-30,Delivered,522,7332.86,Bank Transfer
4334,2024-06-26,2024-07-10,Processing,785,7770.74,PayPal
4335,2025-10-26,2025-11-06,Processing,320,3078.68,Cash
4336,2025-09-18,2025-09-25,Pending,878,9319.38,Bank Transfer
4337,2024-10-09,2024-11-08,Pending,667,5678.68,PayPal
4338,2024-05-02,2024-05-31,Shipped,512,5206.07,PayPal
4339,2024-08-16,2024-09-01,Processing,142,6018.62,Debit Card
4340,2025-06-13,,Delivered,651,12832.44,Cash
4341,2025-01-08,2025-01-14,Shipped,242,11284.0,Credit Card
4342,2025-05-13,2025-05-25,Pending,565,4642.35,PayPal
4343,2025-06-07,2025-07-06,Pending,423,15988.34,Debit Card
4344,2025-03-30,2025-04-17,Processing,155,6025.49,Bank Transfer
4345,2025-04-03,2025-04-14,Cancelled,634,8595.92,Credit Card
4346,2024-10-28,2024-11-05,Pending,305,6945.0,PayPal
4347,2025-11-11,,Shipped,537,2519.52,Debit Card
4348,2024-05-31,2024-06-17,Shipped,207,441.48,Cash
4349,2025-08-07,2025-08-27,Cancelled,251,1508.48,Bank Transfer
4350,2024-12-30,2025-01-06,Pending,787,6408.3,Debit Card
4351,2024-12-14,2025-01-09,Processing,513,9404.01,Bank Transfer
4352,2025-10-10,2025-10-22,Pending,939,8964.5,Cash
4353,2024-09-15,2024-10-11,Delivered,639,11323.38,Cash
4354,2024-05-22,2024-06-06,Pending,317,7633.78,PayPal
4355,2024-10-22,2024-11-15,Pending,137,4690.4,Debit Card
4356,2024-04-06,2024-05-03,Processing,580,7831.76,PayPal
4357,2025-09-07,2025-09-26,Delivered,694,7462.68,Debit Card
4358,2025-10-16,2025-11-07,Shipped,570,5616.96,PayPal
4359,2024-09-27,2024-10-21,Processing,526,6266.15,Bank Transfer
4360,2025-01-26,2025-01-31,Pending,565,11037.11,Debit Card
4361,2024-11-10,2024-11-17,Cancelled,125,7922.79,PayPal
4362,2025-06-27,2025-07-02,Pending,209,3762.18,Cash
4363,2025-08-03,2025-08-21,Pending,499,9728.9,PayPal
4364,2025-04-26,2025-05-01,Delivered,955,17957.66,Bank Transfer
4365,2025-02-19,2025-03-06,Shipped,443,2313.06,PayPal
4366,2025-11-24,2025-12-06,Pending,883,9926.94,Credit Card
4367,2025-09-28,2025-10-12,Cancelled,445,4941.26,Debit Card
4368,2024-11-11,2024-11-29,Shipped,147,10575.25,Debit Card
4369,2024-02-13,2024-02-28,Delivered,458,,Bank Transfer
4370,2025-04-24,2025-04-29,Delivered,350,18980.71,Credit Card
4371,2025-04-04,2025-04-10,Processing,34,4067.31,Debit Card
4372,2024-08-22,2024-09-20,Cancelled,149,17863.52,PayPal
4373,2025-01-14,2025-01-17,Cancelled,676,681.97,Credit Card
4374,2025-08-24,2025-09-13,Processing,415,6626.98,
4375,2025-09-24,2025-10-06,Delivered,3,7995.52,PayPal
4376,2025-09-23,2025-10-07,Cancelled,887,7476.59,PayPal
4377,2025-01-05,2025-01-29,Processing,507,10413.1,Credit Card
4378,2024-08-17,2024-08-23,Shipped,746,9927.47,PayPal
4379,2023-12-21,2024-01-18,Delivered,633,1782.99,Cash
4380,2024-12-28,2025-01-02,Pending,422,9283.09,Bank Transfer
4381,2024-08-02,2024-08-13,Pending,699,3838.8,Debit Card
4382,2024-02-13,2024-03-13,Pending,366,,Debit Card
4383,2024-12-03,2024-12-13,Pending,490,7235.43,Cash
4384,2024-01-20,2024-01-25,Cancelled,220,5716.07,Cash
4385,2025-06-09,2025-07-04,Shipped,49,5032.22,Credit Card
4386,2024-09-18,2024-09-23,Processing,356,3547.38,Credit Card
4387,2025-01-05,2025-01-12,Cancelled,783,8521.82,Credit Card
4388,2024-08-27,2024-09-09,Shipped,316,827.84,Credit Card
4389,2024-11-18,2024-12-17,Shipped,427,1615.91,Bank Transfer
4390,2025-11-21,2025-11-28,Pending,89,12712.85,PayPal
4391,2024-10-04,2024-10-08,Shipped,112,5078.87,Bank Transfer
4392,2024-03-11,2024-04-09,Shipped,156,7601.88,PayPal
4393,2024-04-20,2024-04-30,Pending,647,6173.77,PayPal
4394,2023-11-27,2023-12-27,Cancelled,290,1755.56,Bank Transfer
4395,2024-03-31,,Delivered,268,2098.0,PayPal
4396,2025-09-27,2025-10-19,Shipped,948,2762.77,Debit Card
4397,2025-03-26,2025-04-11,Shipped,618,13426.73,Debit Card
4398,2024-05-25,2024-06-01,Processing,431,7591.76,Cash
4399,2024-02-18,2024-02-23,Cancelled,844,7310.0,
4400,2024-02-10,2024-02-16,Shipped,444,1259.0,Debit Card
4401,2025-05-27,2025-06-08,Shipped,760,6348.12,Bank Transfer
4402,2025-06-10,2025-06-21,Shipped,892,4639.18,Credit Card
4403,2024-11-25,2024-12-22,Processing,288,1120.26,Bank Transfer
4404,2025-04-06,2025-04-22,Pending,985,8048.9,Credit Card
4405,2025-06-04,2025-06-30,Delivered,516,11205.17,Bank Transfer
4406,2023-12-17,2023-12-22,Processing,632,11653.48,Debit Card
4407,2025-05-11,2025-05-27,Shipped,237,3773.87,Bank Transfer
4408,2025-10-28,2025-11-18,Shipped,230,3231.72,Cash
4409,2025-04-16,2025-04-29,Delivered,131,2885.64,PayPal
4410,2024-11-07,2024-11-27,Pending,195,13321.82,Debit Card
4411,2024-10-16,2024-10-30,Pending,359,1429.94,Credit Card
4412,2024-03-05,2024-03-21,Cancelled,406,2009.91,PayPal
4413,2024-10-22,2024-10-26,Processing,910,11025.53,Credit Card
4414,2025-03-20,2025-04-11,Cancelled,460,6466.39,Cash
4415,2024-09-02,,Delivered,43,3832.96,Cash
4416,2024-12-13,2024-12-18,Cancelled,655,6313.31,Credit Card
4417,2024-08-25,2024-09-13,Shipped,810,3261.84,Credit Card
4418,2025-09-18,2025-09-26,Delivered,507,6801.98,Debit Card
4419,2024-07-06,2024-07-30,Cancelled,120,4123.07,Cash
4420,2024-05-29,2024-06-15,Shipped,20,4591.0,Bank Transfer
4421,2025-09-01,2025-09-25,Cancelled,506,9348.12,Cash
4422,2025-03-24,,Cancelled,521,2639.61,Cash
4423,2024-10-05,2024-11-04,Pending,212,7764.93,PayPal
4424,2025-07-07,2025-08-06,Pending,37,755.46,Debit Card
4425,2025-09-24,2025-10-04,Processing,421,10348.36,Bank Transfer
4426,2024-11-06,2024-12-06,Shipped,55,8381.55,Bank Transfer
4427,2025-03-20,2025-04-06,Processing,737,6026.93,PayPal
4428,2025-01-27,2025-02-21,Processing,9,10047.79,Debit Card
4429,2025-01-30,2025-02-20,Delivered,377,8460.49,Debit Card
4430,2024-07-16,2024-08-06,Cancelled,318,3913.3,Bank Transfer
4431,2025-04-20,2025-05-17,Cancelled,50,3839.64,Credit Card
4432,2025-04-13,2025-04-24,Delivered,514,12095.39,Cash
4433,2025-06-21,2025-07-05,Shipped,975,1854.72,PayPal
4434,2024-01-26,2024-02-03,Shipped,196,6210.6,Bank Transfer
4435,2025-11-01,2025-11-17,Shipped,810,9314.38,Debit Card
4436,2025-11-14,,Pending,447,13626.81,Debit Card
4437,2025-09-22,2025-10-06,Cancelled,731,3530.23,PayPal
4438,2025-10-03,2025-10-25,Shipped,645,12121.46,PayPal
4439,2024-04-11,2024-04-24,Pending,3,706.72,Cash
4440,2025-01-02,2025-01-10,Shipped,39,7601.16,Bank Transfer
4441,2025-11-07,,Delivered,610,8285.9,PayPal
4442,2024-12-06,2024-12-19,Delivered,539,6231.68,Debit Card
4443,2024-03-28,2024-04-09,Shipped,568,4465.06,Cash
4444,2024-05-03,2024-05-11,Pending,597,4374.28,PayPal
4445,2025-09-27,2025-10-10,Cancelled,55,7884.78,Bank Transfer
4446,2025-04-23,2025-04-29,Shipped,311,8979.37,Credit Card
4447,2024-10-12,2024-10-21,Delivered,598,8069.5,PayPal
4448,2025-05-08,2025-05-11,Processing,729,10389.07,Credit Card
4449,2025-07-18,,Processing,544,3503.4,Bank Transfer
4450,2024-10-07,2024-10-29,Cancelled,668,10466.43,Debit Card
4451,2024-11-01,2024-11-22,Processing,714,1355.58,Debit Card
4452,2024-01-12,2024-01-26,Pending,471,7044.89,Credit Card
4453,2025-05-17,2025-06-11,Cancelled,404,6986.54,
4454,2024-04-03,2024-04-29,Shipped,132,11074.77,Debit Card
4455,2024-07-14,2024-07-31,Processing,907,9324.69,Bank Transfer
4456,2025-01-01,2025-01-26,Cancelled,557,5461.45,Cash
4457,2024-04-30,2024-05-04,Processing,225,11962.83,Bank Transfer
4458,2024-12-30,2025-01-11,Processing,60,3384.3,Bank Transfer
4459,2025-08-17,2025-08-28,Pending,869,6102.4,PayPal
4460,2025-06-01,2025-06-28,Delivered,269,17143.25,Cash
4461,2024-08-28,2024-08-31,Processing,598,6949.86,Debit Card
4462,2024-09-13,2024-10-03,Shipped,995,6656.86,Bank Transfer
4463,2024-05-01,2024-05-19,Pending,541,3958.8,Bank Transfer
4464,2024-01-25,2024-02-05,Shipped,915,1615.78,Cash
4465,2024-05-23,2024-06-07,Shipped,314,6462.16,Cash
4466,2024-08-23,2024-09-17,Processing,190,4480.3,Cash
4467,2025-02-09,2025-02-13,Shipped,39,11586.51,Cash
4468,2025-04-16,2025-04-20,Delivered,955,3709.3,Bank Transfer
4469,2024-03-07,2024-03-26,Processing,33,7154.89,PayPal
4470,2025-03-10,2025-03-14,Delivered,708,5619.02,Cash
4471,2025-11-14,2025-11-27,Delivered,223,4023.93,PayPal
4472,2025-02-18,2025-03-17,Pending,216,395.71,Credit Card
4473,2025-02-18,2025-03-17,Cancelled,229,1109.45,PayPal
4474,2024-05-14,2024-06-05,Pending,176,10304.14,Bank Transfer
4475,2025-11-11,2025-11-15,Cancelled,871,3161.31,Credit Card
4476,2025-10-01,2025-10-06,Shipped,720,10486.83,Cash
4477,2025-05-28,2025-05-31,Delivered,86,6207.33,PayPal
4478,2025-08-29,2025-09-25,Cancelled,865,8665.72,Bank Transfer
4479,2025-02-09,2025-03-04,Shipped,319,3369.54,PayPal
4480,2024-05-01,2024-05-12,Pending,895,4143.4,Cash
4481,2024-09-23,2024-10-07,Pending,145,5057.72,Cash
4482,2024-03-16,2024-04-02,Cancelled,537,1169.19,Debit Card
4483,2024-02-14,2024-03-12,Cancelled,414,15063.03,Cash
4484,2024-07-06,2024-07-27,Cancelled,607,9315.7,Credit Card
4485,2024-12-14,2024-12-25,Pending,934,888.69,Credit Card
4486,2024-01-16,2024-01-24,Processing,222,2723.9,PayPal
4487,2024-06-26,2024-07-20,Delivered,717,9398.59,Cash
4488,2024-09-15,2024-10-07,Processing,905,7420.24,Cash
